20.700000	31.500000	52.000000	2.617250
20.700000	31.800000	53.000000	2.383275
21.000000	31.800000	52.000000	2.751363
21.000000	32.100000	53.000000	2.493993
21.000000	33.000000	64.000000	2.100000
21.300000	32.100000	52.000000	2.863564
21.300000	32.100000	53.000000	2.402082
21.300000	32.400000	63.000000	1.500000
21.300000	32.700000	65.000000	2.080865
21.300000	33.000000	57.000000	1.500000
21.300000	33.000000	64.000000	2.121320
21.300000	33.600000	60.000000	2.100000
21.600000	31.500000	70.000000	2.100000
21.600000	31.800000	67.000000	1.562050
21.600000	31.800000	69.000000	2.325941
21.600000	32.100000	52.000000	2.751363
21.600000	32.100000	53.000000	2.345208
21.600000	32.400000	54.000000	1.827567
21.600000	32.700000	63.000000	1.800000
21.600000	33.000000	64.000000	2.184033
21.600000	33.000000	65.000000	2.400000
21.600000	33.300000	57.000000	1.800000
21.600000	33.300000	58.000000	1.800000
21.600000	33.300000	61.000000	1.800000
21.600000	33.600000	59.000000	2.100000
21.600000	33.600000	60.000000	2.100000
21.900000	31.200000	72.000000	2.325941
21.900000	31.500000	70.000000	2.100000
21.900000	31.800000	68.000000	2.059126
21.900000	31.800000	69.000000	2.325941
21.900000	32.100000	52.000000	2.668333
21.900000	32.100000	53.000000	2.325941
21.900000	32.100000	67.000000	1.802776
21.900000	32.400000	54.000000	1.802776
21.900000	32.700000	56.000000	1.562050
21.900000	32.700000	66.000000	2.100000
21.900000	33.000000	63.000000	2.059126
21.900000	33.000000	64.000000	2.284732
21.900000	33.000000	65.000000	2.400000
21.900000	33.300000	57.000000	1.800000
21.900000	33.300000	58.000000	1.800000
21.900000	33.600000	59.000000	2.100000
21.900000	33.600000	60.000000	2.100000
21.900000	33.600000	61.000000	2.100000
22.200000	30.900000	50.000000	3.036445
22.200000	31.200000	71.000000	2.059126
22.200000	31.200000	72.000000	2.325941
22.200000	31.500000	62.000000	0.300000
22.200000	31.500000	70.000000	2.100000
22.200000	31.800000	68.000000	2.059126
22.200000	31.800000	69.000000	2.325941
22.200000	32.100000	52.000000	2.617250
22.200000	32.100000	53.000000	2.325941
22.200000	32.100000	67.000000	1.827567
