17.100000	37.800000	64.000000	1.800000
17.400000	38.100000	64.000000	2.080865
17.700000	37.800000	63.000000	1.615549
17.700000	37.800000	65.000000	1.800000
17.700000	38.100000	64.000000	2.100000
18.000000	36.600000	66.000000	0.600000
18.000000	36.900000	62.000000	0.600000
18.000000	38.100000	63.000000	2.012461
18.000000	38.100000	64.000000	2.100000
18.000000	38.100000	65.000000	2.100000
18.300000	37.500000	60.000000	0.670820
18.300000	37.500000	61.000000	0.900000
18.300000	37.500000	66.000000	1.529706
18.300000	37.800000	62.000000	1.500000
18.300000	38.100000	59.000000	1.341641
18.300000	38.100000	63.000000	2.059126
18.300000	38.100000	64.000000	2.100000
18.300000	38.100000	65.000000	2.100000
18.600000	36.600000	52.000000	1.802776
18.600000	37.800000	66.000000	1.897367
18.600000	38.100000	56.000000	1.500000
18.600000	38.100000	62.000000	1.800000
18.600000	38.100000	63.000000	2.059126
18.600000	38.100000	64.000000	2.100000
18.600000	38.100000	65.000000	2.121320
18.600000	38.400000	59.000000	1.749286
18.600000	38.400000	60.000000	1.615549
18.600000	38.400000	61.000000	1.800000
18.900000	36.000000	54.000000	0.300000
18.900000	36.600000	52.000000	1.802776
18.900000	37.800000	66.000000	2.012461
18.900000	38.100000	56.000000	1.500000
18.900000	38.100000	57.000000	1.500000
18.900000	38.100000	62.000000	1.800000
18.900000	38.100000	63.000000	2.059126
18.900000	38.100000	64.000000	2.121320
18.900000	38.100000	65.000000	2.184033
18.900000	38.400000	60.000000	1.749286
18.900000	38.400000	61.000000	1.800000
18.900000	38.700000	59.000000	2.100000
19.200000	35.100000	73.000000	1.529706
19.200000	36.000000	72.000000	2.100000
19.200000	36.300000	71.000000	2.325941
19.200000	36.600000	52.000000	1.800000
19.200000	36.900000	67.000000	1.590597
19.200000	37.500000	54.000000	1.800000
19.200000	37.800000	66.000000	2.121320
19.200000	38.100000	56.000000	1.529706
19.200000	38.100000	57.000000	1.500000
19.200000	38.100000	58.000000	1.500000
19.200000	38.100000	62.000000	1.800000
19.200000	38.100000	64.000000	2.184033
19.200000	38.100000	65.000000	2.284732
19.200000	38.400000	60.000000	1.800000
19.200000	38.400000	61.000000	1.824829
19.200000	38.400000	63.000000	2.325941
19.200000	38.700000	59.000000	2.100000
19.500000	35.700000	70.000000	1.500000
19.500000	36.000000	73.000000	2.325941
19.500000	36.300000	55.000000	0.300000
19.500000	36.300000	68.000000	1.529706
19.500000	36.300000	69.000000	1.800000
19.500000	36.300000	72.000000	2.400000
19.500000	36.600000	52.000000	1.800000
19.500000	36.600000	71.000000	2.600000
19.500000	37.500000	54.000000	1.800000
19.500000	37.500000	67.000000	2.144761
19.500000	37.800000	66.000000	2.184033
19.500000	38.100000	56.000000	1.615549
19.500000	38.100000	62.000000	1.800000
19.500000	38.100000	64.000000	2.284732
19.500000	38.100000	65.000000	2.400000
19.500000	38.400000	57.000000	1.800000
19.500000	38.400000	58.000000	1.800000
19.500000	38.400000	60.000000	1.800000
19.500000	38.400000	61.000000	1.897367
19.500000	38.400000	63.000000	2.325941
19.500000	38.700000	59.000000	2.100000
19.800000	35.100000	49.000000	2.080865
19.800000	35.100000	75.000000	2.059126
19.800000	35.400000	53.000000	0.300000
